Column1;id_tweet;link;stream_group;text_orig;Commercial;POLITICS;ED;Family;ED_patience;ProED;Offensive;Informative;Scientific;Sad;hashtag;Columna2;Columna3
650;1,31859E+34;https://twitter.com/ctonigraham/status/1318589795371831296;1;“Reading one book is like eating one potato chip.” – Diane Duane ✨ Binge read, it’s a great way to live. #readthebook https://t.co/I2M400hwY4;0;0;0;0;0;0;0;0;0;0;['readthebook'];2001;
657;1,31859E+34;https://twitter.com/DrDuvvuri/status/1318590925984194575;1;Nice plug for genetic studies of eating disorders. Current data says that risk for Eating Disorders is passed down genetically.;0;0;1;0;0;0;0;1;1;0;[];;
661;1,31859E+34;https://twitter.com/1Okcals/status/1318591155592888321;1;"me when i used to eat exactly 9 grams of puffed rice with cinnamon &lt;/3";0;0;1;0;1;1;0;0;0;0;[];;
663;1,31859E+34;https://twitter.com/kindaleann/status/1318591239915245575;1;Today I am 5 pounds away from my goal weight! 🥳🥳🥳 all my life I have battled with an eating disorder, going from binge eating to starving myself for days. Now I eat all day, stay full, and still lose weight. I’ve always been over weight - obese, and now I’m just normal. Wow 😊 https://t.co/QXNqRjEus3;0;0;1;0;1;0;0;0;0;2;[];;
667;1,31859E+34;https://twitter.com/moazzem26/status/1318591460346769408;1;Though maximum time hair loss problem is genetic, a large number of people who are suffering from hair loss problem due to lack of hair nutrients. Learn which special food items are medically effective for hair loss problem → https://t.co/QI39aEalka  #hair  #healthcare  #fitness;0;0;1;0;0;0;0;1;1;0;['hair', 'healthcare', 'fitness'];;
668;1,31859E+34;https://twitter.com/BobOrbaugh/status/1318591549891108867;1;To the great people of AL, MS, WV, KY and so many more Red states, there is a reason all of you are at the bottom of education, bottom of income, top of welfare/food stamp recipients,  it's because you back the GOP and Trumpy/McConnell.;0;0;1;0;0;0;0;1;1;0;[];;
670;1,31859E+33;https://twitter.com/UCSF_EDP/status/1318591747350355968;1;"Hot off the presses! Largest clinical trial of refeeding in anorexia nervosa shows that a higher-calorie approach is more efficacious &amp; less costly than lower-calorie refeeding, with no increase in safety events &amp; significant savings in healthcare costs. https://t.co/F0ciJAORdq";0;0;1;0;0;0;0;1;1;0;[];;
672;1,31859E+34;https://twitter.com/anorexorc1st/status/1318591809665310727;1;dear anorexia, fuck you but also come back I can't keep eating this much 😂;0;0;1;0;1;1;0;0;0;0;[];;
684;1,31859E+34;https://twitter.com/abbe_albasin/status/1318593382986383360;1;Its already more than a month when i stopped eating healthy and working out. Whats up???? My weight is stable but my binge eating and cravings for inom? Nonstop;0;0;1;0;1;0;0;0;0;0;[];;
685;1,31859E+34;https://twitter.com/floatforeverr/status/1318593499164516356;1;my problem is binge eating everything in the kitchen and saying it’s for the energy. have i heard of SLEEP;0;0;1;0;1;1;0;0;0;0;[];;
701;1,3186E+34;https://twitter.com/scentcals/status/1318595130027278339;1;i ate 5 cookies ..... i am the worst anorexic ‼️;0;0;1;0;1;1;0;0;0;1;[];;
703;1,3186E+34;https://twitter.com/sienna_kg/status/1318595466716655622;1;“ur acting like an anorexic” “u have anorexic tendencies”  “yeah i have for the last 6 years” convos w mom👍;0;0;1;0;0;0;0;0;0;0;[];;
715;1,3186E+34;https://twitter.com/SRibcageS/status/1318596895950987265;1;Just had chicken broth and a rice cake for lunch. I am the best anorexic. /j;0;0;1;0;1;1;0;0;0;2;[];2001;
723;1,3186E+34;https://twitter.com/SaifAli56730529/status/1318597974960664576;1;@jawaidworld7 NO WORK JOB NO MONEY NO FOOD NO ROOM RENT NO SCHOOL FEES CHILDREN PLEASE UNDERSTAND OUR PROBLEM #resumeflightsIND_KSA  #resumeflightindiatosaudiarebiya  @DGCAIndia  @airindiain  @FlyWithIX  @flyspicejet  @ksagaca  @Saudi_Gazette  @Saudi_Airlines;0;1;0;0;0;0;0;0;0;0;['resumeflightsIND_KSA', 'resumeflightindiatosaudiarebiya'];;
725;1,3186E+33;https://twitter.com/AmpersandValley/status/1318598058825850881;1;Sorry I keep tweeting about anorexia but my fucking brain does not work and I have shit memory and I can’t even cover it up at work;0;0;1;0;1;1;0;0;0;1;[];;
728;1,3186E+34;https://twitter.com/SaifAli56730529/status/1318598506567749633;1;@Saudi_Airlines @jawaidworld7 NO WORK JOB NO MONEY NO FOOD NO ROOM RENT NO SCHOOL FEES CHILDREN PLEASE UNDERSTAND OUR PROBLEM #resumeflightsIND_KSA  #resumeflightindiatosaudiarebiya  @DGCAIndia  @airindiain  @FlyWithIX  @flyspicejet  @ksagaca  @Saudi_Gazette  @Saudi_Airlines;0;1;0;0;0;0;0;0;0;0;['resumeflightsIND_KSA', 'resumeflightindiatosaudiarebiya'];;
735;1,3186E+34;https://twitter.com/kvhpiyer/status/1318598756200116230;1;#LoneWarriorSidharthShukla After his exit I don't think worth watching this bakwas season nobody arguing for any valid point.. All problem related to food and eating... Yelog sirf @RubiDilaik khanekeliye aaya kya kya??!! @ColorsTV @BeingSalmanKhan @eyehinakhan;0;0;1;;0;0;0;0;0;;['LoneWarriorSidharthShukla'];;
737;1,3186E+34;https://twitter.com/SaifAli56730529/status/1318598840342126592;1;@MoCA_GoI @FlyWithIX @airindiain @AAI_Official @HardeepSPuri @ushapadhee1996 @mygovindia @PIB_India @PTI_News @PawanHansLtd @PMOIndia @jawaidworld7 NO WORK JOB NO MONEY NO FOOD NO ROOM RENT NO SCHOOL FEES CHILDREN PLEASE UNDERSTAND OUR PROBLEM #resumeflightsIND_KSA  #resumeflightindiatosaudiarebiya  @DGCAIndia  @airindiain  @FlyWithIX  @flyspicejet  @ksagaca  @Saudi_Gazette  @Saudi_Airlines;0;1;0;;0;0;0;0;0;;['resumeflightsIND_KSA', 'resumeflightindiatosaudiarebiya'];;
744;1,3186E+34;https://twitter.com/_Rainbow_Fish/status/1318599551322828804;1;Should I feel angry and upset that the resus team cut my clothes Off!? They were presented back to me this afternoon in a hospital career bag! #hospitallife #eupd #anorexia;0;0;1;;1;0;0;0;0;;['hospitallife', 'eupd', 'anorexia'];;
751;1,3186E+34;https://twitter.com/davidrsim/status/1318600511730442240;1;Johnston says that the lowest paid in #manchesterlockdown will get up to 80% of income after it has been topped up with universal credit. Which is a problem if a) you need 100% of your low income just to put food on the table and b) you have to wait weeks for UC.;0;1;0;0;0;0;0;0;0;0;['manchesterlockdown'];;
765;1,3186E+34;https://twitter.com/SaifAli56730529/status/1318601787759210496;1;@MoCA_GoI @airindiain @FlyWithIX @AAI_Official @HardeepSPuri @ushapadhee1996 @mygovindia @PIB_India @PTI_News @PawanHansLtd @PMOIndia @jawaidworld7 NO WORK JOB NO MONEY NO FOOD NO ROOM RENT NO SCHOOL FEES CHILDREN PLEASE UNDERSTAND OUR PROBLEM #resumeflightsIND_KSA  #resumeflightindiatosaudiarebiya  @DGCAIndia  @airindiain  @FlyWithIX  @flyspicejet  @ksagaca  @Saudi_Gazette  @Saudi_Airlines;0;1;0;;0;0;0;0;0;;['resumeflightsIND_KSA', 'resumeflightindiatosaudiarebiya'];;
777;1,3186E+33;https://twitter.com/Stephan51101144/status/1318603198031187974;1;i did it. i beat my anorexia, i beat my ocd, and i beat my anxiety. i went from not even knowing if i existed to being grateful that i do. and i got through it on my own. i never gave up. so you better not give up either. #mentalhealth #MentalHealthAwareness #LoveYourself;0;0;1;;1;0;0;0;0;;['mentalhealth', 'MentalHealthAwareness', 'LoveYourself'];;
799;1,31861E+34;https://twitter.com/lanitas_kitchen/status/1318606373345808385;1;These guys would need food o.  My problem is now would we get food and water to them like this now. Shey they have cloth to cover up and sleep at night.  Shey they have tooth paste and tooth brush for morning time😭😭😭 Lagos state please now we don't want curfew  #EndSARS;0;1;0;;0;0;0;0;0;;['EndSARS'];;
822;1,31861E+34;https://twitter.com/justaskjoenet/status/1318608435303284741;1;THE REAL PROBLEM in #America! No one is tasting their water FIRST!😳 😁😂😅🤣 #JustAskJoe  #food #foodie #foodies #instafood #instafoods #instafoodie #instafoodies https://t.co/XZSl3FcjX0;0;0;1;;0;0;0;0;0;;['America', 'JustAskJoe', 'food', 'foodie', 'foodies', 'instafood', 'instafoods', 'instafoodie', 'instafoodies'];;
827;1,31861E+34;https://twitter.com/revbeautyana/status/1318609133030039553;1;ed tw ~ food log  ~ ~ ~ Food log - Oct 20 2020 Lunch Strawberries: 22cals  Rice: 86cals  Chicken: 95cals  Monster: 10cals  Total: 213cals  #ana #mia #edtwt #ed #anorexia #bulimia #foodlog #anorexic;0;0;1;;1;0;0;0;0;;['ana', 'mia', 'edtwt', 'ed', 'anorexia', 'bulimia', 'foodlog', 'anorexic'];2001;
835;1,31861E+34;https://twitter.com/daniswrld/status/1318610124219404288;1;what’s y’all’s biggest fear food?? mines sour cream that shit SCARES me  #anorexia #bulimia #proanatwt #EdTwitter #edtwt #proana;0;0;1;;1;1;0;0;0;;['anorexia', 'bulimia', 'proanatwt', 'EdTwitter', 'edtwt', 'proana'];;
864;1,31861E+33;https://twitter.com/CristinaPhd/status/1318613608662781952;1;For anyone out there who is struggling with an eating disorder or who has negative body image issues, this new podcast is for you.  I welcome you to join me on 10/21 for the start of it all. https://t.co/mWMdVFI07f #anorexia #bulimia https://t.co/p5p8eO4IkR;0;0;1;;0;0;0;1;0;;['anorexia', 'bulimia'];;
905;1,31862E+33;https://twitter.com/lizfraser1/status/1318618980488237056;1;I was recently diagnosed with anorexia nervosa and my heart is a bit crook, but today I ate some breakfast AND lunch AND dinner and I feel awesome and strong so hands up who WINS AT TODAY!!👊🏻 (Also, please enjoy my wet laundry on the sideboard🙏🏻) #recovery https://t.co/eUGe45nZj7;0;0;1;;1;0;0;0;0;;['recovery'];;
948;1,31862E+34;https://twitter.com/theDancingMedic/status/1318624470354038785;1;RT @lowcarbGP: For those with #T2D Essential Hypertension is also an ‘insulin problem’ please read our paper Insulin causes renal sodium retention. Are we blaming salt for what the sugar did ? https://t.co/FCVmBqGhgn;0;0;1;;0;0;0;1;0;;['T2D'];;
962;1,31863E+34;https://twitter.com/Trinaty/status/1318625549800099845;1;ANGI identified eight #genetic variants significantly associated with #anorexia nervosa https://t.co/fPya7RaT11;0;0;1;;0;0;0;1;1;;['genetic', 'anorexia'];;
964;1,31863E+34;https://twitter.com/LittlebexQ/status/1318625626014818307;1;We CANNOT allow people to continue dying because of 'anorexia ignorance' #eatingdisorders #anorexia #MentalHealthAwareness #mentalhealth @beatED  https://t.co/N4otVRCRgo;0;0;1;;0;0;0;1;0;;['eatingdisorders', 'anorexia', 'MentalHealthAwareness', 'mentalhealth'];;
972;1,31863E+34;https://twitter.com/AmpersandValley/status/1318626603123892224;1;DO NOT WAIT for it to “get bad” to get help for an eating disorder!!! ED brain literally can’t process when it “turns bad.” It IS bad. 👎🏻 This message is brought to you by I Just Looked Up Anorexia Fatality Statistics And I Have Ragrats;0;0;1;0;0;0;0;0;0;0;[];;
974;1,31863E+34;https://twitter.com/VayaHealth/status/1318626807357243393;1;DYK that a 1st-degree relative of someone with an eating disorder is up to 12x more likely to develop one? A new study from @UNC Center of Excellence for Eating Disorders is working to learn more about the genetics of  #EatingDisorders. #anorexia #bulimia https://t.co/fzOKNfVGsi;0;0;1;0;0;0;0;1;1;0;['EatingDisorders', 'anorexia', 'bulimia'];;
979;1,31863E+34;https://twitter.com/smurfette_92/status/1318627247343820801;1;Can i become Luo Yunxi for a day? Binge eating without worrying about gaining weight. He still looks so thin even he likes eating 😅😆#LoveIsSweet #LuoYunXi #BaiLu https://t.co/sH5hikZBrS;0;0;1;;0;0;0;1;1;;['LoveIsSweet', 'LuoYunXi', 'BaiLu'];;
1006;1,31863E+34;https://twitter.com/ssocksslag/status/1318630099302973440;1;@neweraofdan tw // self harm , ed , suicide i’ve had anorexia, having suicide attempts once every few months and been self harming for years. 😼😼;0;0;1;0;1;0;0;0;0;1;[];;
1010;1,31863E+34;https://twitter.com/Kkriggs511/status/1318630524013940737;1;@KHONnews We should become a grow food state, or cannabis better then bringing in the problem (tourist). #ExportnotImport;0;0;0;;0;0;0;0;0;;['ExportnotImport'];;
1013;1,31863E+34;https://twitter.com/Bob_CRoyale/status/1318631238664597505;1;@Alaba00 @Zareldo @Julesy237 Think of it this way every food you eat that is slightly detrimental to your health adds up. A little bit is not as good but still ok. Too much and there's a problem. I don't know much about the effects of alcohol but I've done my research into health and fitness.;0;0;0;0;0;0;0;1;0;0;[];;
1038;1,31863E+33;https://twitter.com/BlackCrustyTank/status/1318633566582996993;1;#BanMsWonderful #BanMFW #BanReaganG #OutlawArmy  Hmm I wonder why he only wants people food?? I would tell you how to solve the problem but you won't listen, you would rather stay ignorant and kill your dog. https://t.co/LrEW8MTFKo;0;0;0;;0;0;0;0;0;;['BanMsWonderful', 'BanMFW', 'BanReaganG', 'OutlawArmy'];;
1067;1,31864E+34;https://twitter.com/banannaomi/status/1318637775562866690;1;so...... i'm joining the GP (gastroparesis) gang. 🥴✌️🏻 my GP is associated with my (long history with) anorexia. but even when my eating behaviors are rly good, the GP symptoms can get bad :/ what are some factors you've found to impact your GP symptoms, GP gang?? #NEISvoid;0;0;1;;1;0;0;0;0;;['NEISvoid'];;
1075;1,31864E+34;https://twitter.com/drgiamarson/status/1318638784271982593;1;Thanks @fett1111 for sharing my latest blog post about binge eating🍎🙏🏻🤍 on @PsychToday Struggling With Food? Don’t Give Up | Psychology Today https://t.co/wZY9wKCn4m #bingeeatingdisorder #eatingdisorders #health @4BreakingChains @NEDAstaff @KnowsPsychology;0;0;1;0;0;0;0;1;0;2;['bingeeatingdisorder', 'eatingdisorders', 'health'];;
1077;1,31864E+34;https://twitter.com/DawnNeesom/status/1318638978384433155;1;Binge eating blueberries. This is a Tuesday thing, right? Not just me...😬#longday;0;0;1;;0;0;0;0;0;;['longday'];;
1102;1,31864E+34;https://twitter.com/LynnBurnsRNutr/status/1318641134277742595;1;Q6 Interesting read into how the microbiome may be intertwined with anorexia nervosa.  Great summary in aspects of the gut brain axis. Herpertz-Dahlmann2017_Article_FoodMattersHowTheMicrobiomeAnd.pdf For successful treatment, microbiome may have role. #NutrMood;0;0;1;;0;0;0;1;1;;['NutrMood'];;
1104;1,31864E+34;https://twitter.com/diary_middle/status/1318641161565884422;1;2020 has been a writeoff 😳so why not get the dog Christmas jumper out in October and mix it up with a cute Halloween accessory 😂 #anorexiarecovery #eatingdisorder #anorexia https://t.co/49sAYfPRmP;0;0;1;;1;0;0;0;0;;['anorexiarecovery', 'eatingdisorder', 'anorexia'];;
1113;1,31864E+33;https://twitter.com/ffabtca/status/1318642277653336067;1;RT @aedweb: A recent study suggests that worries related to Covid-19 may exacerbate conditions including anorexia and binge eating https://t.co/p2LRebZCJ0;0;0;1;0;0;0;0;1;1;0;[];;
1131;1,31864E+34;https://twitter.com/HocicZimbabwe1/status/1318644057074225152;1;RT @Jayteencube: Today l visited her and dropped some food parcels courtesy of @HocicZimbabwe1 and LDSC.  #UFAL programme;0;0;0;;0;0;0;0;0;;['UFAL'];;
1135;1,31864E+34;https://twitter.com/IW_IMPACT/status/1318644611020148736;1;Food insecurity has long been a problem in BC and it has only been exacerbated by COVID-19. The Iron Workers Local 97 and some of its contractors made donations to Food Banks in BC. #foodsecurity #givingbacktothecommunity https://t.co/7tiMdoZBAy;0;1;0;;0;0;0;0;0;;['foodsecurity', 'givingbacktothecommunity'];;
1138;1,31864E+34;https://twitter.com/TheIronworkers/status/1318644646101352448;1;Food insecurity has long been a problem in BC and it has only been exacerbated by COVID-19. The Iron Workers Local 97 and some of its contractors made donations to Food Banks in BC. #foodsecurity #givingbacktothecommunity https://t.co/bHCBYUmZdN;0;1;0;;0;0;0;0;0;;['foodsecurity', 'givingbacktothecommunity'];;
1139;1,31864E+34;https://twitter.com/SportsPsychISSP/status/1318644662031339520;1;RT @RCPsych_SEPSIG: On BBC now: Sport's Hidden Crisis- Panorama. Good discussion regarding Eating Disorders in Sport. Thanks for sharing your journey and battle @LittlebexQ #sepsig #sportpsychiatry #eatingdisorders @rcpsychEDFac;0;1;1;;0;0;0;0;0;;['sepsig', 'sportpsychiatry', 'eatingdisorders'];;
1143;1,31865E+34;https://twitter.com/groundtruthusa/status/1318645312810934273;1;@blackaylien @SeattleSupt Solution to what?  A superintendent that focuses more on food than education?  Easy, #FireDeniseJuneau.  Providing sufficient food is the parent/guardian's problem. Helping parents produce academically sound children is @SeattleSupt 's job;0;1;0;;0;0;0;0;0;;['FireDeniseJuneau'];;
1152;1,31865E+34;https://twitter.com/bryan_mode/status/1318646046592032769;1;So I just now learned about #reversethinspo, and words don’t exist in English to describe how intensely evil that hashtag is. It’s double the evil because it’s fat-shaming AND pro-anorexia. And I’m pretty sure it’s mostly, if not entirely, misogyny.;0;0;1;;0;0;0;0;0;;['reversethinspo'];;
1157;1,31865E+34;https://twitter.com/lifestyleyyc/status/1318646220185849856;1;"Gluten-free? No problem! Miss P's Gluten-Free Bakery has you covered with their gluten-free muffins and other baked goods! 😋 Check them out at Avenida Food Hall &amp; Fresh Market from 11am - 8pm Thursday to Saturday, and 11am-5pm on Sunday! 😍  #yyc #glutenfreebaking #foodie https://t.co/7QXRZ8y6Kn";0;0;1;;0;0;0;0;0;;['yyc', 'glutenfreebaking', 'foodie'];;
1161;1,31865E+33;https://twitter.com/ST4RVEB1TCH/status/1318646522167382016;1;your actually eating again? pig. you fucking pig. It's not a one off binge, your binging every fucking day. Your such a pathetic anorexic. You cant even do an eating disorder right. Dont even complain about your body because you obviously don't want to change it. #EDtwt #meanspo;0;0;1;;1;1;0;0;0;;['EDtwt', 'meanspo'];;
1163;1,31865E+34;https://twitter.com/UDCRESP/status/1318646870835683328;1;Food insecurity is very big problem in our world, read about it below and check out and visit https://t.co/sQArorDITm page about research we do to combat it! #ResearchMatters https://t.co/6CQVUqc1ae;0;1;0;0;0;0;0;0;0;0;['ResearchMatters'];;
1169;1,31865E+33;https://twitter.com/HowtoHealurLife/status/1318647382133846019;1;#Emotionaleating is extremely common, but many aren't aware of the deep rooted emotions that contribute to this behaviour. In today’s post, I share my own subconscious emotions that caused me to emotionally eat over the years... #Mindfulness #Wellbeing https://t.co/LlrHKcvf9a;0;0;1;;0;0;0;0;0;;['Emotionaleating', 'Mindfulness', 'Wellbeing'];;
1177;1,31865E+34;https://twitter.com/AzharPuerini/status/1318648388695576584;1;"@Mike_Smith_12 @ohap33 @USATODAY BLM was recently established. Inner city problem has been in US 4 v long time. Will u pls study US-urban history &amp; ghettos. Every poor community lives in ghettos. No good schools, food desserts, crime &amp; poverty.#BLM #VoteBlueToSaveAmerica";0;1;0;;0;0;0;0;0;;['BLM', 'VoteBlueToSaveAmerica'];;
1178;1,31865E+34;https://twitter.com/lostflowergirl1/status/1318648554244669448;1;"OMG GUYS~ if you’re constipated you need to eat burnt toast; like black, burn the toast! 💘💘💘  {#EDtwt #edtwt #anorexia #mia}";0;0;1;;1;1;0;0;0;;['EDtwt', 'edtwt', 'anorexia', 'mia'];;
1215;1,31865E+34;https://twitter.com/KnowsPsychology/status/1318652727166029824;1;Thanks to @drgiamarson for this excellent reminder not to lose hope on the pat to #edrecovery. https://t.co/0ZTiaNcDSQ;0;0;1;;0;0;0;1;0;;['edrecovery'];;
1249;1,31866E+33;https://twitter.com/MimiTexasAngel/status/1318657092274819072;1;1915 the man in El Paso calls food and medicine from God Cannabis drug Marijuana  Law and Order #WhiteSupremacy make food a felony to sell drugs made from Petrol Chemicals for Fossil Fuels ~  Disease is cannabinoid deficiency  Houston we have a big PROBLEM ~;0;0;1;;0;0;0;1;0;;['WhiteSupremacy'];;
1257;1,31866E+34;https://twitter.com/zombiambience/status/1318658222304202755;1;"https://t.co/6W1PE7viVT Whats insane is the agent being interviewed, #CarolWhite is a bitch about it all. ""Oh it's the girls fault, they all eat shitty foods."" Get the fuck out of here bitch. This industry doesn't care. #fashion #modelsstarve #runway #fashionshows #anorexia";0;0;1;;0;0;0;0;0;;['CarolWhite', 'fashion', 'modelsstarve', 'runway', 'fashionshows', 'anorexia'];;
1265;1,31866E+34;https://twitter.com/gamefish42/status/1318658864867385344;1;RT @MimiTexasAngel: 1915 the man in El Paso calls food and medicine from God Cannabis drug Marijuana  Law and Order #WhiteSupremacy make food a felony to sell drugs made from Petrol Chemicals for Fossil Fuels ~  Disease is cannabinoid deficiency  Houston we have a big PROBLEM ~;0;0;1;;0;0;0;1;0;;['WhiteSupremacy'];;
1321;1,31866E+34;https://twitter.com/NancyMcArthur7/status/1318663798480306176;1;In the North Country, we have a severe problem with hunger, yet @EliseStefanik @RepStefanik has voted against the aid that would help those whose income has suffered.  She is ignoring the virus which has killed 218,000 people and trying to take our healthcare.  #VoteBlue;0;0;1;;0;0;0;1;0;;['VoteBlue'];;
1335;1,31867E+34;https://twitter.com/success900yy/status/1318665393444212737;1;#EndSARSImmediately help my son he is seriously hungry. i lost my teaching job due to covid19 😭.am still searching for another job.Feeding is a problem.pls help my son no amount is too small. It will get him food stuff's.He has ulcer. am a single mother pls😭🙏 #ilorinprotest https://t.co/dzXwm3XChc;0;0;1;;0;0;0;0;0;;['EndSARSImmediately', 'ilorinprotest'];;
1350;1,31867E+34;https://twitter.com/yuanitaratna/status/1318667150094069760;1;RT @JaneRidleyNY: Thank you to the inspirational @MissMiaKang for such a brutally honest and positive interview. Everyone who has ever worried about their appearance should read your memoir. #knockout;0;0;1;;1;0;0;0;0;;['knockout'];;
1384;1,31867E+34;https://twitter.com/thinlilblue/status/1318671579627233280;1;EDTWT GIVE ME TONS OF TIPS FOR STARVING MYSELF AND EXERCISING IN THE COMMENTS I JUST WANNA BE FuCKING SKINNY #edtwt #EDtwt #proana #proanatwt #proanacoach #anorexiatips #anorexia #anorexie #food #meanspo #thinspo #fatspo #sweetspo;0;0;1;;1;1;0;0;0;;['edtwt', 'EDtwt', 'proana', 'proanatwt', 'proanacoach', 'anorexiatips', 'anorexia', 'anorexie', 'food', 'meanspo', 'thinspo', 'fatspo', 'sweetspo'];;
1430;1,31868E+34;https://twitter.com/softqte/status/1318676059118817280;1;be competitive and supportive whoever breaks the fast gets kicked out. You have 2 warnings.  No binges pls. and you don’t need to say your cw. #edtwt #anorexia #ED #EDtwt #thinspo #meanspo #thinspo;0;0;1;;1;1;0;0;0;;['edtwt', 'anorexia', 'ED', 'EDtwt', 'thinspo', 'meanspo', 'thinspo'];;
1433;1,31868E+34;https://twitter.com/under50kgs/status/1318676278522773504;1;I’m at 66kgs atm (usually the weight I plateau at) fingers crossed I can make it to at least 65kgs 🤞 #proanatwt #proana #edtwt #anorexia;0;0;1;;1;1;0;0;0;;['proanatwt', 'proana', 'edtwt', 'anorexia'];;
1468;1,31868E+34;https://twitter.com/sknnyves/status/1318679896714084352;1;"so dumb how people think anorexia is the only ed and to recover you ""just gotta eat"" but babe i have ednos i'll starve for a day and eat a whole buffet the next and so on telling me to eat will do NOTHING";0;0;1;0;1;0;0;0;0;1;[];;
1494;1,31868E+34;https://twitter.com/babyhyvnnie/status/1318683357077622784;1;"- ocassionaly post sh photos, i’m learning how to carve &gt;:)  - baby but i can be mean - threads of thinspo/meanspo/bonespo/sweetspo. - fast tracker &gt;:))  - cw, gw, and ugw will be listed. so yeah, i need some moors &gt;:) #edtwt #edtwitter #anorexia #eatingdisorder";0;0;1;;1;1;0;0;0;;['edtwt', 'edtwitter', 'anorexia', 'eatingdisorder'];;
1497;1,31868E+33;https://twitter.com/ManicLeah/status/1318683515823792128;1;Could we stop sharing disordered tips and calling it “wellness”.  Ta #eatingdisorders #anorexiarecovery #bulimia #anorexia;0;0;1;;1;0;0;0;0;;['eatingdisorders', 'anorexiarecovery', 'bulimia', 'anorexia'];;
1505;1,31868E+34;https://twitter.com/HiccupBlueberry/status/1318684401597878273;1;just to let u know...ur a bad anorexic if ur drinking liquids other then water and tea ❥  #fatspo #thinspo #ana #EDtwt #ed #meanspo #fatphobic;0;0;1;;1;1;0;0;0;;['fatspo', 'thinspo', 'ana', 'EDtwt', 'ed', 'meanspo', 'fatphobic'];;
1508;1,31868E+33;https://twitter.com/lowcalgg/status/1318684624411906048;1;#edtwt Every time I eat above 1200 calories Whether it’s a binge or a “healthy” day of eating I get insanely bloated and feel sick which sucks if I ever genuinely choose to recover;0;0;1;;1;1;0;0;0;;['edtwt'];;
1521;1,31869E+34;https://twitter.com/drbones7369/status/1318685529152626692;1;@ScottPresler @realDonaldTrump @SteveKalayjian @Varneyco That's a disgrace to this country, anyone that votes for Trump believes in the destruction of the United States. Byvthe way, you look like an anorexic toothpick. #BidenHarris2020Landslide #DumpTrump2020;0;1;0;;0;0;0;0;0;;['BidenHarris2020Landslide', 'DumpTrump2020'];;
1550;1,31869E+34;https://twitter.com/annakelles/status/1318689099319025666;1;It was such an honor to host @NYSComptroller DiNapoli today and share the stellar work our farm support programs, grassroots food distribution organizations, and health and communication volunteers are doing to support farmers and feed our community! #twithaca;0;1;0;;0;0;0;0;0;;['twithaca'];;
1571;1,31869E+33;https://twitter.com/SDSunchaser/status/1318691461496401920;1;"@JamesSurowiecki It’s not just fear about COVID keeping people home &amp; not spending money. It’s families like ours that have lost their income due to COVID, are struggling to pay bills  buy food that’s a big part of the problem. Trying to hold onto housing, fill the cupboards &amp; just survive is #1.";0;1;0;;0;0;0;0;0;;['1'];;
1612;1,3187E+34;https://twitter.com/IthacaRetweet/status/1318697560639418368;1;RT @annakelles: It was such an honor to host @NYSComptroller DiNapoli today and share the stellar work our farm support programs, grassroots food distribution organizations, and health and communication volunteers are doing to support farmers and feed our community! #twithaca https://t.co/ad72REjj6T;0;1;0;;0;0;0;0;0;;['twithaca'];;
1622;1,3187E+33;https://twitter.com/lowcalbunny/status/1318699032189956096;1;"i wnt more ed mutuals &lt;33 #edtwitter  - 19 - she/her/they/them - bulimia/anorexia  - 5'3 - obsessed with bella hadid https://t.co/Wk78ZBk4rc";0;0;1;1;1;1;0;0;0;1;['edtwitter'];;
1638;1,3187E+33;https://twitter.com/anorexicbulimi1/status/1318701123268739073;1;Isnt it funny how I love to starve but the second my family screams DINNER i binge.                                          #starving #anorexia;0;0;1;;1;1;0;0;0;;['starving', 'anorexia'];;
1639;1,3187E+34;https://twitter.com/HomeopathyPlus/status/1318701159419445248;1;"Our latest newsletter  1. Homeopathy in 30 Days 2. Study: Homeopathy &amp; Tonsillitis 3. Remedies for the Fastest Man 4. Homeopathy and Encephalitis 5. 10 Remedies for Anorexia Nervosa Symptoms 6. FREE Delivery –  Read the newsletter here: https://t.co/2yIBnogKVD #newsletter https://t.co/YElUDZaKzY";0;0;1;;0;0;0;1;0;;['newsletter'];;
1659;1,3187E+34;https://twitter.com/StopWebBullying/status/1318703925550264322;1;"Nastia Liukin Responded to a Body-Shamer Who Accused Her of ""Promoting Anorexia"" - Shape Magazine https://t.co/efJWIDzTos #blockonlineshamers #shaming #bekind";0;0;1;;0;0;0;1;0;;['blockonlineshamers', 'shaming', 'bekind'];;
1660;1,3187E+34;https://twitter.com/anorexicbulimi1/status/1318704073378615297;1;Imagine looking good in a two ✌🏻            I wish👁👄👁                                             #anorexic #depressed #suicidal;0;0;1;;1;1;0;0;0;;['anorexic', 'depressed', 'suicidal'];;
1681;1,31871E+33;https://twitter.com/_pammyyy/status/1318707059274153984;1;Not me binge eating chocolate and watching  #CIRCLEJERKLIVE @jeremyoharris I’m sending you my bill cause I’ve been through 4 bars. This is so good.;0;0;1;;0;0;0;0;0;;['CIRCLEJERKLIVE'];;
1704;1,31871E+34;https://twitter.com/relapsevsrecov/status/1318709878777675777;1;Tw/.. Lost 2.3lbs since saturday not alot but a loss is a loss regardless. I feel indifferent tbh #eatingdisorder #anorexia #EDtwt https://t.co/eVCAkm1Bsq;0;0;1;;1;1;0;0;0;;['eatingdisorder', 'anorexia', 'EDtwt'];;
