;id_row;id;id_tweet;url_tweet;text_orig;ED_Patient;ProED;informative;scientific;hashtags;falcon2_responses;entities_instances_wikidata;entities_labels_wikidata;entities_instances_wikidata_cleaned;entities_labels_wikidata_cleaned;spacy_entities_ids;spacy_entities_urls;spacy_entities_labels
813;813;1,33E+34;https://twitter.com/anaismyonlyone/status/1329901810224672768;1;Hey there! I’m anorexic and I want to create a group chat where we can share our daily routine et juste keep up with each other. Just support and help reach our goals #thinsp0 #thinsp #anorexic #anorexìa please can you send a dm so that I can make it. I have no friends. Thank you;1;1;0;0;['thinsp0', 'thinsp', 'anorexic', 'anorexìa'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q423789>"",""hey there i\u2019m anorexic""],[""<http://www.wikidata.org/entity/Q142360>"",""group chat""],[""<http://www.wikidata.org/entity/Q782701>"",""Daily routine et juste""],[""<http://www.wikidata.org/entity/Q611712>"",""support""],[""<http://www.wikidata.org/entity/Q20033>"",""help""],[""<http://www.wikidata.org/entity/Q526688>"",""reach""],[""<http://www.wikidata.org/entity/Q254327>"",""goals thinsp0 thinsp anorexic anorex\u00eca""],[""<http://www.wikidata.org/entity/Q784>"",""A Dm""],[""<http://www.wikidata.org/entity/Q79784>"",""No Friends""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P5375>"",""want""],[""<http://www.wikidata.org/entity/P571>"",""create""],[""<http://www.wikidata.org/entity/P47>"",""share""],[""<http://www.wikidata.org/entity/P39>"",""help""],[""<http://www.wikidata.org/entity/P2800>"",""reach""],[""<http://www.wikidata.org/entity/P570>"",""send""],[""<http://www.wikidata.org/entity/P1889>"",""Thank""]]}
";['http://www.wikidata.org/entity/Q423789', 'http://www.wikidata.org/entity/Q142360', 'http://www.wikidata.org/entity/Q782701', 'http://www.wikidata.org/entity/Q611712', 'http://www.wikidata.org/entity/Q20033', 'http://www.wikidata.org/entity/Q526688', 'http://www.wikidata.org/entity/Q254327', 'http://www.wikidata.org/entity/Q784', 'http://www.wikidata.org/entity/Q79784'];['hey there i’m anorexic', 'group chat', 'Daily routine et juste', 'support', 'help', 'reach', 'goals thinsp0 thinsp anorexic anorexìa', 'A Dm', 'No Friends'];['http://www.wikidata.org/entity/Q1643184'];['help'];[1143151, 9659, 83478, 190686, 115, 1136376, 4503831, 784, 17297777];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q9659', 'https://www.wikidata.org/wiki/Q83478', 'https://www.wikidata.org/wiki/Q190686', 'https://www.wikidata.org/wiki/Q115', 'https://www.wikidata.org/wiki/Q1136376', 'https://www.wikidata.org/wiki/Q4503831', 'https://www.wikidata.org/wiki/Q784', 'https://www.wikidata.org/wiki/Q17297777'];['Pro-ana', 'A', 'group', 'subroutine', 'Ethiopia', 'support', 'goal', 'Dominica', 'friend']
814;814;1,33E+34;https://twitter.com/losteffedupgirl/status/1329909851020005382;1;It's like.. Weird to use hashtags but like how else do i find someone... Like no one interacts with me lol... So like... #anabuddy #ana #proana #proanatwt #anorexic #anor3xia;1;1;0;0;['anabuddy', 'ana', 'proana', 'proanatwt', 'anorexic', 'anor3xia'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q38>"",""It""],[""<http://www.wikidata.org/entity/Q8349>"","" like weird""],[""<http://www.wikidata.org/entity/Q278485>"",""Hashtags""],[""<http://www.wikidata.org/entity/Q3249878>"",""Like""],[""<http://www.wikidata.org/entity/Q204284>"",""Like anabuddy ana""],[""<http://www.wikidata.org/entity/Q254327>"",""Twt anorexic anor3xia""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P137>"",""use""],[""<http://www.wikidata.org/entity/P136>"",""find""],[""<http://www.wikidata.org/entity/P971>"",""interacts""],[""<http://www.wikidata.org/entity/P244>"",""lol""]]}
";['http://www.wikidata.org/entity/Q38', 'http://www.wikidata.org/entity/Q8349', 'http://www.wikidata.org/entity/Q278485', 'http://www.wikidata.org/entity/Q3249878', 'http://www.wikidata.org/entity/Q204284', 'http://www.wikidata.org/entity/Q254327'];['It', ' like weird', 'Hashtags', 'Like', 'Like anabuddy ana', 'Twt anorexic anor3xia'];['http://www.wikidata.org/entity/Q3249878'];['Like'];[1143151, 1143151, 278485, 254327];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q278485', 'https://www.wikidata.org/wiki/Q254327'];['Pro-ana', 'Pro-ana', 'hashtag', 'anorexia']
815;815;1,33E+34;https://twitter.com/SmokeToSkinny/status/1329943134999089153;1;Maybe the reason I hate eating around people is because family dinners always end in fights at my house 🙃 #restricting #promia #proanatwt #EDtwt #edtw #edtwitter #anorexic #ana #mia #proana #ed #anorexia #notprojustusingtags;1;1;0;0;['restricting', 'promia', 'proanatwt', 'EDtwt', 'edtw', 'edtwitter', 'anorexic', 'ana', 'mia', 'proana', 'ed', 'anorexia', 'notprojustusingtags'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q45681>"",""Maybe the reason""],[""<http://www.wikidata.org/entity/Q160232>"",""hate""],[""<http://www.wikidata.org/entity/Q4173909>"",""eating""],[""<http://www.wikidata.org/entity/Q8436>"",""family dinners""],[""<http://www.wikidata.org/entity/Q241983>"",""Fights at my house \ud83d\ude43""],[""<http://www.wikidata.org/entity/Q127530>"",""Promia proanatwt edtwt edtw edtwitter anorexic ana mia proana ed anorexia notprojustusingtags""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P577>"",""hate""],[""<http://www.wikidata.org/entity/P840>"",""eating""],[""<http://www.wikidata.org/entity/P227>"",""end""],[""<http://www.wikidata.org/entity/P2899>"",""restricting""],[""<http://www.wikidata.org/entity/P1263>"",""people""]]}
";['http://www.wikidata.org/entity/Q45681', 'http://www.wikidata.org/entity/Q160232', 'http://www.wikidata.org/entity/Q4173909', 'http://www.wikidata.org/entity/Q8436', 'http://www.wikidata.org/entity/Q241983', 'http://www.wikidata.org/entity/Q127530'];['Maybe the reason', 'hate', 'eating', 'family dinners', 'Fights at my house 🙃', 'Promia proanatwt edtwt edtw edtwitter anorexic ana mia proana ed anorexia notprojustusingtags'];['http://www.wikidata.org/entity/Q160232', 'http://www.wikidata.org/entity/Q213449'];['hate', 'eating'];[1143151, 1143151, 1143151, 178354, 5, 8436, 650711, 20502, 373822, 1143151];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q178354', 'https://www.wikidata.org/wiki/Q5', 'https://www.wikidata.org/wiki/Q8436', 'https://www.wikidata.org/wiki/Q650711', 'https://www.wikidata.org/wiki/Q20502', 'https://www.wikidata.org/wiki/Q373822', 'https://www.wikidata.org/wiki/Q1143151'];['Pro-ana', 'Pro-ana', 'Pro-ana', 'reason', 'human', 'family', 'combat', 'house music', 'eating disorder', 'Pro-ana']
816;816;1,33E+33;https://twitter.com/candycIeric/status/1329947281110405120;1;tw eating disorder  // me : “one of these days Im just not gonna eat, then. then you will see”  also me : researching if I have a binge eating disorder bc I cannot stop eating;1;0;0;0;[];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q865>"",""Tw""],[""<http://www.wikidata.org/entity/Q941688>"",""eating""],[""<http://www.wikidata.org/entity/Q1419644>"",""Disorder  // me : \u201cone of these days im just not gonna eat,""],[""<http://www.wikidata.org/entity/Q499851>"",""see\u201d  also me :""],[""<http://www.wikidata.org/entity/Q193064>"",""I""],[""<http://www.wikidata.org/entity/Q1974>"",""disorder bc  cannot""],[""<http://www.wikidata.org/entity/Q426284>"",""cannot stop""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P840>"",""eating""],[""<http://www.wikidata.org/entity/P840>"",""eating""],[""<http://www.wikidata.org/entity/P78>"",""stop""],[""<http://www.wikidata.org/entity/P840>"",""eating""]]}
";['http://www.wikidata.org/entity/Q865', 'http://www.wikidata.org/entity/Q941688', 'http://www.wikidata.org/entity/Q1419644', 'http://www.wikidata.org/entity/Q499851', 'http://www.wikidata.org/entity/Q193064', 'http://www.wikidata.org/entity/Q1974', 'http://www.wikidata.org/entity/Q426284'];['Tw', 'eating', 'Disorder  // me : “one of these days im just not gonna eat,', 'see”  also me :', 'I', 'disorder bc  cannot', 'cannot stop'];['http://www.wikidata.org/entity/Q56119332', 'http://www.wikidata.org/entity/Q213449'];['Tw', 'eating'];[918, 12136, 573, 28224035, 12136, 300897];['https://www.wikidata.org/wiki/Q918', 'https://www.wikidata.org/wiki/Q12136', 'https://www.wikidata.org/wiki/Q573', 'https://www.wikidata.org/wiki/Q28224035', 'https://www.wikidata.org/wiki/Q12136', 'https://www.wikidata.org/wiki/Q300897'];['Twitter', 'disease', 'day', 'Binge', 'disease', 'bc']
817;817;1,33E+34;https://twitter.com/pooplover6969/status/1329982534273253376;1;i’m searching for an ana coach, please reach me on discord rory#0100 if your interested #anorexia #anorexic;1;1;0;0;['0100', 'anorexia', 'anorexic'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q9001>"",""I\u2019m""],[""<http://www.wikidata.org/entity/Q41583>"",""Ana coach,""],[""<http://www.wikidata.org/entity/Q1209735>"",""discord rory0100 if your interested anorexia anorexic""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P2392>"",""searching""],[""<http://www.wikidata.org/entity/P2800>"",""reach""]]}
";['http://www.wikidata.org/entity/Q9001', 'http://www.wikidata.org/entity/Q41583', 'http://www.wikidata.org/entity/Q1209735'];['I’m', 'Ana coach,', 'discord rory0100 if your interested anorexia anorexic'];[];[];[339249, 22907849, 254327];['https://www.wikidata.org/wiki/Q339249', 'https://www.wikidata.org/wiki/Q22907849', 'https://www.wikidata.org/wiki/Q2166362', 'https://www.wikidata.org/wiki/Q254327'];['stagecoach', 'Discord', 'anorexia']
818;818;1,33E+34;https://twitter.com/ChristinaShawen/status/1329991757933678592;1;"Download PDF Eating Awareness Journal for BINGE EATERS: A Food Crazy Mind Journal 6x9 (Guided Journals &amp; Trackers) &gt;&gt; https://t.co/d4i0FVxrZ0";0;0;1;1;[];"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 3.2 Final//EN"">
<title>500 Internal Server Error</title>
<h1>Internal Server Error</h1>
<p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p>
";['No entity'];['No entity'];[];[];[13418047, 10450, 774];['https://www.wikidata.org/wiki/Q13418047', 'https://www.wikidata.org/wiki/Q10450', 'https://www.wikidata.org/wiki/Q36902512', 'https://www.wikidata.org/wiki/Q774', 'https://www.wikidata.org/wiki/Q306026'];['Ood', 'Indus', 'Guatemala']
819;819;1,33E+33;https://twitter.com/multioptioned/status/1330022494598696960;1;@TheTodayShow @Channel9 The shaft of the sledgehammer is thicker than Alison Langdon's arms! 🤔😮🙀😂  #9News #9Today #anorexic https://t.co/Vp5xwx9b1P;0;0;0;0;['9News', '9Today', 'anorexic'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q226604>"",""@thetodayshow @channel9 the shaft of the sledgehammer""],[""<http://www.wikidata.org/entity/Q3611841>"",""Alison langdon's""],[""<http://www.wikidata.org/entity/Q501525>"",""thicker than  arms \ud83e\udd14\ud83d\ude2e\ud83d\ude40\ud83d\ude02  9news 9today anorexic https://tco/vp5xwx9b1p""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P460>"",""thicker than  arms \ud83e\udd14\ud83d\ude2e\ud83d\ude40\ud83d\ude02  9News 9Today anorexic https://tco/Vp5xwx9b1P""]]}
";['http://www.wikidata.org/entity/Q226604', 'http://www.wikidata.org/entity/Q3611841', 'http://www.wikidata.org/entity/Q501525'];"['@thetodayshow @channel9 the shaft of the sledgehammer', ""Alison langdon's"", 'thicker than  arms 🤔😮🙀😂  9news 9today anorexic https://tco/vp5xwx9b1p']";['http://www.wikidata.org/entity/Q501525'];[];[2473014, 728, 275033, 2473014];['https://www.wikidata.org/wiki/Q2473014', 'https://www.wikidata.org/wiki/Q309383', 'https://www.wikidata.org/wiki/Q593978', 'https://www.wikidata.org/wiki/Q369331', 'https://www.wikidata.org/wiki/Q728', 'https://www.wikidata.org/wiki/Q275033', 'https://www.wikidata.org/wiki/Q2473014'];['Uday', 'weapon', 'Entertainment Weekly', 'Uday']
820;820;1,33E+34;https://twitter.com/crybabyvixen1/status/1330085460140568577;1;Well I binged, but it’s not gonna make me give up. I’m already back on my weight loss grind. Not gonna let this affect me like the other times #BED #TW #ED #EDtwt #binge #regret #anorexia #proanatwt;1;1;0;0;['BED', 'TW', 'ED', 'EDtwt', 'binge', 'regret', 'anorexia', 'proanatwt'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q426072>"",""binged, but it\u2019s""],[""<http://www.wikidata.org/entity/Q975658>"",""Gonna""],[""<http://www.wikidata.org/entity/Q37156>"",""I\u2019m""],[""<http://www.wikidata.org/entity/Q246583>"",""weight loss grind not gonna""],[""<http://www.wikidata.org/entity/Q42177>"",""Bed""],[""<http://www.wikidata.org/entity/Q865>"",""like the other times  tw ed edtwt binge regret anorexia proanatwt""],[""<http://www.wikidata.org/entity/Q865>"",""Tw""],[""<http://www.wikidata.org/entity/Q483797>"",""like the other times bed  ed edtwt binge regret anorexia proanatwt""],[""<http://www.wikidata.org/entity/Q930797>"",""Ed""],[""<http://www.wikidata.org/entity/Q865>"",""like the other times b tw  twt binge regret anorexia proanatwt""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P361>"",""let""],[""<http://www.wikidata.org/entity/P1552>"",""affect""]]}
";['http://www.wikidata.org/entity/Q426072', 'http://www.wikidata.org/entity/Q975658', 'http://www.wikidata.org/entity/Q37156', 'http://www.wikidata.org/entity/Q246583', 'http://www.wikidata.org/entity/Q42177', 'http://www.wikidata.org/entity/Q865', 'http://www.wikidata.org/entity/Q865', 'http://www.wikidata.org/entity/Q483797', 'http://www.wikidata.org/entity/Q930797', 'http://www.wikidata.org/entity/Q865'];['binged, but it’s', 'Gonna', 'I’m', 'weight loss grind not gonna', 'Bed', 'like the other times  tw ed edtwt binge regret anorexia proanatwt', 'Tw', 'like the other times bed  ed edtwt binge regret anorexia proanatwt', 'Ed', 'like the other times b tw  twt binge regret anorexia proanatwt'];['http://www.wikidata.org/entity/Q42177', 'http://www.wikidata.org/entity/Q56119332', 'http://www.wikidata.org/entity/Q373822'];['Bed', 'Tw', 'Ed'];[1143151, 1143151, 214377, 11423, 11471, 28224035, 254327];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q214377', 'https://www.wikidata.org/wiki/Q11423', 'https://www.wikidata.org/wiki/Q11471', 'https://www.wikidata.org/wiki/Q28224035', 'https://www.wikidata.org/wiki/Q254327'];['Pro-ana', 'Pro-ana', 'ell', 'mass', 'time', 'Binge', 'anorexia']
821;821;1,33E+33;https://twitter.com/edthinfairy/status/1330177148854951936;1;can someone add me to a pro ana group chat? i need some good motivation  #3dtwt #EDtwt #EdTwitter #proanatwt #proanacoach  #anamia #ana #anor3xia #anorexia #anorexic #bodycheck #bonesp0 #bonespo #eatingdisorder #ed #eddiet  #edtw #edtwitter #edtwt  #fatsp0 #fatspo #mia;1;1;0;0;['3dtwt', 'EDtwt', 'EdTwitter', 'proanatwt', 'proanacoach', 'anamia', 'ana', 'anor3xia', 'anorexia', 'anorexic', 'bodycheck', 'bonesp0', 'bonespo', 'eatingdisorder', 'ed', 'eddiet', 'edtw', 'edtwitter', 'edtwt', 'fatsp0', 'fatspo', 'mia'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q522038>"",""pro ana group chat""],[""<http://www.wikidata.org/entity/Q325987>"",""Good motivation  3dtwt edtwt edtwitter proanatwt proanacoach  anamia ana anor3xia anorexia anorexic bodycheck bonesp0 bonespo eatingdisorder ed eddiet  edtw edtwitter""],[""<http://www.wikidata.org/entity/Q204019>"",""fatsp0 fatspo mia""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P22>"",""add""],[""<http://www.wikidata.org/entity/P1477>"",""need""]]}
";['http://www.wikidata.org/entity/Q522038', 'http://www.wikidata.org/entity/Q325987', 'http://www.wikidata.org/entity/Q204019'];['pro ana group chat', 'Good motivation  3dtwt edtwt edtwitter proanatwt proanacoach  anamia ana anor3xia anorexia anorexic bodycheck bonesp0 bonespo eatingdisorder ed eddiet  edtw edtwitter', 'fatsp0 fatspo mia'];[];[];[1143151, 1143151, 108760853, 108760853, 83478, 644302, 8028577, 254327, 373822, 1143151];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q108760853', 'https://www.wikidata.org/wiki/Q108760853', 'https://www.wikidata.org/wiki/Q83478', 'https://www.wikidata.org/wiki/Q644302', 'https://www.wikidata.org/wiki/Q8028577', 'https://www.wikidata.org/wiki/Q254327', 'https://www.wikidata.org/wiki/Q373822', 'https://www.wikidata.org/wiki/Q1143151'];['Pro-ana', 'Pro-ana', 'fatspo', 'fatspo', 'group', 'motivation', 'Witter', 'anorexia', 'eating disorder', 'Pro-ana']
822;822;1,33E+34;https://twitter.com/HealthyPlace/status/1330179249148465153;1;Thanksgiving and #Anorexia Recovery || https://t.co/Ojr87Oo5C6 == #mentalhealth #bulimia #edrecovery #mhsm #mhchat https://t.co/wBAFURdd8k;0;0;1;0;['Anorexia', 'mentalhealth', 'bulimia', 'edrecovery', 'mhsm', 'mhchat'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q13959>"",""thanksgiving""],[""<http://www.wikidata.org/entity/Q44484>"",""Anorexia recovery || https://tco/ojr87oo5c6 == mentalhealth bulimia edrecovery mhsm mhchat https://tco/wbafurdd8k""]],""relations_wikidata"":[]}
";['http://www.wikidata.org/entity/Q13959', 'http://www.wikidata.org/entity/Q44484'];['thanksgiving', 'Anorexia recovery || https://tco/ojr87oo5c6 == mentalhealth bulimia edrecovery mhsm mhchat https://tco/wbafurdd8k'];[];[];[];['https://www.wikidata.org/wiki/Q2135807'];[]
823;823;1,33E+34;https://twitter.com/maruvilla/status/1330239387834134532;1;Vaccines linked to mental disorders by Yale study “The researchers found correlations for one vaccine in particular: the influenza vaccine, which was associated with higher rates of OCD, anorexia, anxiety disorder and tic disorder.” #TheSilentKiller  https://t.co/eQfvSwx0u9;0;0;1;1;['TheSilentKiller'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q3242415>"",""Vaccines""],[""<http://www.wikidata.org/entity/Q49112>"",""Mental disorders by yale study \u201cthe researchers""],[""<http://www.wikidata.org/entity/Q2178757>"",""Correlations""],[""<http://www.wikidata.org/entity/Q134808>"",""Vaccine""],[""<http://www.wikidata.org/entity/Q383260>"",""Particular: the influenza vaccine,""],[""<http://www.wikidata.org/entity/Q18252765>"",""Ocd,""],[""<http://www.wikidata.org/entity/Q544006>"",""higher rates of  anorexia, anxiety disorder""],[""<http://www.wikidata.org/entity/Q44484>"",""tic disorder\u201d thesilentkiller  https://tco/eqfvswx0u9""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P1001>"",""linked""],[""<http://www.wikidata.org/entity/P703>"",""found""],[""<http://www.wikidata.org/entity/P1792>"",""associated""]]}
";['http://www.wikidata.org/entity/Q3242415', 'http://www.wikidata.org/entity/Q49112', 'http://www.wikidata.org/entity/Q2178757', 'http://www.wikidata.org/entity/Q134808', 'http://www.wikidata.org/entity/Q383260', 'http://www.wikidata.org/entity/Q18252765', 'http://www.wikidata.org/entity/Q544006', 'http://www.wikidata.org/entity/Q44484'];['Vaccines', 'Mental disorders by yale study “the researchers', 'Correlations', 'Vaccine', 'Particular: the influenza vaccine,', 'Ocd,', 'higher rates of  anorexia, anxiety disorder', 'tic disorder” thesilentkiller  https://tco/eqfvswx0u9'];['http://www.wikidata.org/entity/Q127556'];['Ocd,'];[12135, 208385, 1650915, 186290, 134808, 1144560, 544006, 254327, 1077139, 82435];['https://www.wikidata.org/wiki/Q12135', 'https://www.wikidata.org/wiki/Q208385', 'https://www.wikidata.org/wiki/Q1650915', 'https://www.wikidata.org/wiki/Q186290', 'https://www.wikidata.org/wiki/Q134808', 'https://www.wikidata.org/wiki/Q383260', 'https://www.wikidata.org/wiki/Q1144560', 'https://www.wikidata.org/wiki/Q544006', 'https://www.wikidata.org/wiki/Q254327', 'https://www.wikidata.org/wiki/Q1077139', 'https://www.wikidata.org/wiki/Q82435'];['mental disorder', 'ale', 'researcher', 'correlation', 'vaccine', 'rate', 'anxiety disorder', 'anorexia', 'tic disorder', 'e']
824;824;1,33E+34;https://twitter.com/abby_3242/status/1330243094562922502;1;twinkle toes🙈✨ #edtwt #meansp0 #sweetsp0 #proana #proanatwt #thinsp0 #bonesp0 #EDtwt #anor3xia #anorexic #bonesp0 (not pro just tags) https://t.co/GeGPrecLLq;1;1;0;0;['edtwt', 'meansp0', 'sweetsp0', 'proana', 'proanatwt', 'thinsp0', 'bonesp0', 'EDtwt', 'anor3xia', 'anorexic', 'bonesp0'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q770672>"",""twinkle toes\ud83d\ude48\u2728 edtwt meansp0 sweetsp0""],[""<http://www.wikidata.org/entity/Q770672>"",""twinkle toes\ud83d\ude48\u2728 edtwt meansp0 sweetsp0 proana""],[""<http://www.wikidata.org/entity/Q2386103>"",""Twt thinsp0 bonesp0 edtwt anor3xia anorexic bonesp0 (not pro""]],""relations_wikidata"":[]}
";['http://www.wikidata.org/entity/Q770672', 'http://www.wikidata.org/entity/Q770672', 'http://www.wikidata.org/entity/Q2386103'];['twinkle toes🙈✨ edtwt meansp0 sweetsp0', 'twinkle toes🙈✨ edtwt meansp0 sweetsp0 proana', 'Twt thinsp0 bonesp0 edtwt anor3xia anorexic bonesp0 (not pro'];[];[];[1143151, 1143151, 1143151, 108761216, 17514, 1196550, 82435];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q108761216', 'https://www.wikidata.org/wiki/Q7858388', 'https://www.wikidata.org/wiki/Q17514', 'https://www.wikidata.org/wiki/Q1196550', 'https://www.wikidata.org/wiki/Q82435'];['Pro-ana', 'Pro-ana', 'Pro-ana', 'Meanspo', 'graffiti', 'Rec', 'e']
825;825;1,33E+34;https://twitter.com/Angelda65793890/status/1330285103008911367;1;♡My take on restricting♡ Find what you like and just eat that! So for me its white monster and broccoli!!! So much easier in the long run #EDtwt #EdTwitter #anorexia #anorexic #anoreksia #edmeme #edthings #edrant #hardedtwt https://t.co/qcHrfOVAwC;1;1;0;0;['EDtwt', 'EdTwitter', 'anorexia', 'anorexic', 'anoreksia', 'edmeme', 'edthings', 'edrant', 'hardedtwt'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q37465>"",""\u2661my take on restricting\u2661""],[""<http://www.wikidata.org/entity/Q567714>"",""Broccoli so much easier in the long run edtwt edtwitter anorexia anorexic anoreksia edmeme edthings edrant hardedtwt https://tco/qchrfovawc""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P136>"",""Find""],[""<http://www.wikidata.org/entity/P206>"",""like""],[""<http://www.wikidata.org/entity/P159>"",""eat""]]}
";['http://www.wikidata.org/entity/Q37465', 'http://www.wikidata.org/entity/Q567714'];['♡my take on restricting♡', 'Broccoli so much easier in the long run edtwt edtwitter anorexia anorexic anoreksia edmeme edthings edrant hardedtwt https://tco/qchrfovawc'];[];[];[10450, 204, 276453, 7748263, 8028577, 254327, 7301329];['https://www.wikidata.org/wiki/Q10450', 'https://www.wikidata.org/wiki/Q204', 'https://www.wikidata.org/wiki/Q276453', 'https://www.wikidata.org/wiki/Q47722', 'https://www.wikidata.org/wiki/Q7748263', 'https://www.wikidata.org/wiki/Q8028577', 'https://www.wikidata.org/wiki/Q254327', 'https://www.wikidata.org/wiki/Q176', 'https://www.wikidata.org/wiki/Q7301329'];['Indus', 'zero', 'monster', 'The Long Run', 'Witter', 'anorexia', 'Realm of Fear']
826;826;1,33E+34;https://twitter.com/linisinabin/status/1330334450773856258;1;literally just LET ME BE SKINNY OMFG #anorexic #notprojustusingtags #proana #edtwt #sweetspo #meanspo #thinspo;1;1;0;0;['anorexic', 'notprojustusingtags', 'proana', 'edtwt', 'sweetspo', 'meanspo', 'thinspo'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q1189753>"",""Literally""],[""<http://www.wikidata.org/entity/Q7390611>"",""Skinny""],[""<http://www.wikidata.org/entity/Q1022965>"",""omfg anorexic""],[""<http://www.wikidata.org/entity/Q1923082>"",""omfg""],[""<http://www.wikidata.org/entity/Q371535>"",""Skinny  anorexic""],[""<http://www.wikidata.org/entity/Q506229>"",""omfg anorexic notprojustusingtags proana""],[""<http://www.wikidata.org/entity/Q371535>"",""skinny  anorexic notprojustusingtags proana""],[""<http://www.wikidata.org/entity/Q506229>"",""proana edtwt sweetspo meanspo thinspo""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P527>"",""LET""]]}
";['http://www.wikidata.org/entity/Q1189753', 'http://www.wikidata.org/entity/Q7390611', 'http://www.wikidata.org/entity/Q1022965', 'http://www.wikidata.org/entity/Q1923082', 'http://www.wikidata.org/entity/Q371535', 'http://www.wikidata.org/entity/Q506229', 'http://www.wikidata.org/entity/Q371535', 'http://www.wikidata.org/entity/Q506229'];['Literally', 'Skinny', 'omfg anorexic', 'omfg', 'Skinny  anorexic', 'omfg anorexic notprojustusingtags proana', 'skinny  anorexic notprojustusingtags proana', 'proana edtwt sweetspo meanspo thinspo'];['http://www.wikidata.org/entity/Q1189753', 'http://www.wikidata.org/entity/Q1146902'];['Literally', 'Skinny'];[1143151, 1143151, 108761216];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q108761216'];['Pro-ana', 'Pro-ana', 'Meanspo']
